Date,Jour,Comp,Tour,Tribune,Résultat,Équipe,Adversaire,Début,Pos,Min,Buts,PD,PénM,PénT,Tirs,TC,CJ,CR,Fte,Ftp,HJ,Ctr,TclR,Int,CSC,Préussi,Pcon,Rapport de match
2010-11-07,Dim,La Liga,Journée 10,Domicile,V 2–0,Real Madrid,Atlético Madrid,Y,,90,0,,0,,,,0,0,,,,,,,0,,,Rapport de match
2010-11-14,Dim,La Liga,Journée 11,Extérieur,V 1–0,Real Madrid,Sporting Gijón,Y,,90,0,,0,,,,0,0,,,,,,,0,,,Rapport de match
2010-11-20,Sam,La Liga,Journée 12,Domicile,V 5–1,Real Madrid,Athletic Club,Y,,90,3,,1,,,,0,0,,,,,,,0,,,Rapport de match
2010-11-23,Mar,Champions Lg,Phase de groupe,Extérieur,V 4–0,es Real Madrid,nl Ajax,Y,,90,2,,1,,,,1,0,,,,,,,0,,,Rapport de match
2010-11-29,Lun,La Liga,Journée 13,Extérieur,D 0–5,Real Madrid,Barcelona,Y,,90,0,,0,,,,1,0,,,,,,,0,,,Rapport de match
2010-12-04,Sam,La Liga,Journée 14,Domicile,V 2–0,Real Madrid,Valencia,Y,,90,2,,0,,,,0,0,,,,,,,0,,,Rapport de match
2010-12-08,Mer,Champions Lg,Phase de groupe,Domicile,V 4–0,es Real Madrid,fr Auxerre,Y,,71,1,,0,,,,0,0,,,,,,,0,,,Rapport de match
2010-12-12,Dim,La Liga,Journée 15,Extérieur,V 3–1,Real Madrid,Zaragoza,Y,,90,1,,0,,,,0,0,,,,,,,0,,,Rapport de match
2010-12-19,Dim,La Liga,Journée 16,Domicile,V 1–0,Real Madrid,Sevilla,Y,,90,0,,0,,,,0,0,,,,,,,0,,,Rapport de match
2011-01-03,Lun,La Liga,Journée 17,Extérieur,V 3–2,Real Madrid,Getafe,Y,,90,2,,1,,,,0,0,,,,,,,0,,,Rapport de match
2011-01-09,Dim,La Liga,Journée 18,Domicile,V 4–2,Real Madrid,Villarreal,Y,,90,3,,0,,,,0,0,,,,,,,0,,,Rapport de match
2011-01-16,Dim,La Liga,Journée 19,Extérieur,N 1–1,Real Madrid,Almería,Y,,90,0,,0,,,,0,0,,,,,,,0,,,Rapport de match
2011-01-23,Dim,La Liga,Journée 20,Domicile,V 1–0,Real Madrid,Mallorca,Y,,90,0,,0,,,,0,0,,,,,,,0,,,Rapport de match
2011-01-30,Dim,La Liga,Journée 21,Extérieur,D 0–1,Real Madrid,Osasuna,Y,,90,0,,0,,,,0,0,,,,,,,0,,,Rapport de match
2011-02-06,Dim,La Liga,Journée 22,Domicile,V 4–1,Real Madrid,Real Sociedad,Y,,90,2,,0,,,,0,0,,,,,,,0,,,Rapport de match
2011-02-13,Dim,La Liga,Journée 23,Extérieur,V 1–0,Real Madrid,Espanyol,Y,,90,0,,0,,,,0,0,,,,,,,0,,,Rapport de match
2011-02-19,Sam,La Liga,Journée 24,Domicile,V 2–0,Real Madrid,Levante,Y,,90,0,,0,,,,0,0,,,,,,,0,,,Rapport de match
2011-02-22,Mar,Champions Lg,Huitièmes de finale,Extérieur,N 1–1,es Real Madrid,fr Lyon,Y,,90,0,,0,,,,0,0,,,,,,,0,,,Rapport de match
2011-02-26,Sam,La Liga,Journée 25,Extérieur,N 0–0,Real Madrid,La Coruña,Y,,90,0,,0,,,,0,0,,,,,,,0,,,Rapport de match
2011-03-03,Jeu,La Liga,Journée 26,Domicile,V 7–0,Real Madrid,Málaga,Y,,77,3,,1,,,,0,0,,,,,,,0,,,Rapport de match
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-03-16,Mer,Champions Lg,Huitièmes de finale,Domicile,V 3–0,es Real Madrid,fr Lyon,Y,,73,0,,0,,,,0,0,,,,,,,0,,,Rapport de match
2011-03-19,Sam,La Liga,Journée 29,Extérieur,V 2–1,Real Madrid,Atlético Madrid,Y,,70,0,,0,,,,0,0,,,,,,,0,,,Rapport de match
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-04-05,Mar,Champions Lg,Quarts de finale,Domicile,V 4–0,es Real Madrid,eng Tottenham,Y,,90,1,,0,,,,0,0,,,,,,,0,,,Rapport de match
2011-04-09,Sam,La Liga,Journée 31,Extérieur,V 3–0,Real Madrid,Athletic Club,N,,29,1,,0,,,,0,0,,,,,,,0,,,Rapport de match
2011-04-13,Mer,Champions Lg,Quarts de finale,Extérieur,V 1–0,es Real Madrid,eng Tottenham,Y,,64,1,,0,,,,0,0,,,,,,,0,,,Rapport de match
2011-04-16,Sam,La Liga,Journée 32,Domicile,N 1–1,Real Madrid,Barcelona,Y,,90,1,,1,,,,0,0,,,,,,,0,,,Rapport de match
2011-04-23,Sam,La Liga,Journée 33,Extérieur,V 6–3,Real Madrid,Valencia,N,,25,0,,0,,,,0,0,,,,,,,0,,,Rapport de match
2011-04-27,Mer,Champions Lg,Demi-finales,Domicile,D 0–2,es Real Madrid,es Barcelona,Y,,90,0,,0,,,,0,0,,,,,,,0,,,Rapport de match
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-05-03,Mar,Champions Lg,Demi-finales,Extérieur,N 1–1,es Real Madrid,es Barcelona,Y,,90,0,,0,,,,0,0,,,,,,,0,,,Rapport de match
2011-05-07,Sam,La Liga,Journée 35,Extérieur,V 6–2,Real Madrid,Sevilla,Y,,90,4,,0,,,,0,0,,,,,,,0,,,Rapport de match
2011-05-10,Mar,La Liga,Journée 36,Domicile,V 4–0,Real Madrid,Getafe,Y,,90,3,,1,,,,0,0,,,,,,,0,,,Rapport de match
2011-05-15,Dim,La Liga,Journée 37,Extérieur,V 3–1,Real Madrid,Villarreal,Y,,90,2,,0,,,,0,0,,,,,,,0,,,Rapport de match
2011-05-21,Sam,La Liga,Journée 38,Domicile,V 8–1,Real Madrid,Almería,Y,,90,2,,0,,,,0,0,,,,,,,0,,,Rapport de match
2011-06-04,Sam,Qualifications Euro,Phase de groupe,Domicile,V 1–0,pt Portugal,no Norvège,Y*,,90,0,,0,0,,,0,0,,,,,,,0,,,Rapport de match
,,,,,38-8-3,,,47/49,,4189,48,,9,0,,,5,0,,,,,,,0,,,
