Date,Jour,Comp,Tour,Tribune,Résultat,Équipe,Adversaire,Début,Pos,Min,Buts,PD,PénM,PénT,Tirs,TC,CJ,CR,Fte,Ftp,HJ,Ctr,TclR,Int,CSC,Préussi,Pcon,Rapport de match
2013-10-30,Mer,La Liga,Journée 11,Domicile,V 7–3,Real Madrid,Sevilla,Y,,90,3,,1,,,,0,0,,,,,,,0,,,Rapport de match
2013-11-02,Sam,La Liga,Journée 12,Extérieur,V 3–2,Real Madrid,Rayo Vallecano,Y,,90,2,,0,,,,0,0,,,,,,,0,,,Rapport de match
2013-11-05,Mar,Champions Lg,Phase de groupe,Extérieur,N 2–2,es Real Madrid,it Juventus,Y,,90,1,,0,,,,0,0,,,,,,,0,,,Rapport de match
2013-11-09,Sam,La Liga,Journée 13,Domicile,V 5–1,Real Madrid,Real Sociedad,Y,,90,3,,1,,,,0,0,,,,,,,0,,,Rapport de match
2013-11-15,Ven,WCQ,Second tour,Domicile,V 1–0,pt Portugal,se Suède,Y*,,90,1,0,0,0,,,1,0,,,,,,,0,,,Rapport de match
2013-11-19,Mar,WCQ,Second tour,Extérieur,V 3–2,pt Portugal,se Suède,Y*,,90,3,0,0,0,,,0,0,,,,,,,0,,,Rapport de match
2013-11-23,Sam,La Liga,Journée 14,Extérieur,V 5–0,Real Madrid,Almería,Y,,52,1,,0,,,,0,0,,,,,,,0,,,Rapport de match
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-12-10,Mar,Champions Lg,Phase de groupe,Extérieur,V 2–0,es Real Madrid,dk FC Copenhagen,Y,,90,1,,0,,,,0,0,,,,,,,0,,,Rapport de match
2013-12-14,Sam,La Liga,Journée 16,Extérieur,N 2–2,Real Madrid,Osasuna,Y,,90,0,,0,,,,0,0,,,,,,,0,,,Rapport de match
2013-12-22,Dim,La Liga,Journée 17,Extérieur,V 3–2,Real Madrid,Valencia,Y,,90,1,,0,,,,0,0,,,,,,,0,,,Rapport de match
2014-01-06,Lun,La Liga,Journée 18,Domicile,V 3–0,Real Madrid,Celta Vigo,Y,,90,2,,0,,,,0,0,,,,,,,0,,,Rapport de match
2014-01-12,Dim,La Liga,Journée 19,Extérieur,V 1–0,Real Madrid,Espanyol,Y,,90,0,,0,,,,0,0,,,,,,,0,,,Rapport de match
2014-01-18,Sam,La Liga,Journée 20,Extérieur,V 5–0,Real Madrid,Betis,Y,,90,1,,0,,,,0,0,,,,,,,0,,,Rapport de match
2014-01-25,Sam,La Liga,Journée 21,Domicile,V 2–0,Real Madrid,Granada,Y,,90,1,,0,,,,0,0,,,,,,,0,,,Rapport de match
2014-02-02,Dim,La Liga,Journée 22,Extérieur,N 1–1,Real Madrid,Athletic Club,Y,,74,0,,0,,,,0,1,,,,,,,0,,,Rapport de match
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-02-26,Mer,Champions Lg,Huitièmes de finale,Extérieur,V 6–1,es Real Madrid,de Schalke 04,Y,,90,2,,0,,,,0,0,,,,,,,0,,,Rapport de match
2014-03-02,Dim,La Liga,Journée 26,Extérieur,N 2–2,Real Madrid,Atlético Madrid,Y,,90,1,,0,,,,0,0,,,,,,,0,,,Rapport de match
2014-03-05,Mer,Matchs amicaux (H),Matchs amicaux (H),Domicile,V 5–1,pt Portugal,cm Cameroun,Y*,FW,86,2,0,0,0,,,0,0,,,,,,,0,,,Rapport de match
2014-03-09,Dim,La Liga,Journée 27,Domicile,V 3–0,Real Madrid,Levante,Y,,90,1,,0,,,,0,0,,,,,,,0,,,Rapport de match
2014-03-15,Sam,La Liga,Journée 28,Extérieur,V 1–0,Real Madrid,Málaga,Y,,90,1,,0,,,,0,0,,,,,,,0,,,Rapport de match
2014-03-18,Mar,Champions Lg,Huitièmes de finale,Domicile,V 3–1,es Real Madrid,de Schalke 04,Y,,90,2,,0,,,,0,0,,,,,,,0,,,Rapport de match
2014-03-23,Dim,La Liga,Journée 29,Domicile,D 3–4,Real Madrid,Barcelona,Y,,90,1,,1,,,,1,0,,,,,,,0,,,Rapport de match
2014-03-26,Mer,La Liga,Journée 30,Extérieur,D 1–2,Real Madrid,Sevilla,Y,,90,1,,0,,,,0,0,,,,,,,0,,,Rapport de match
2014-03-29,Sam,La Liga,Journée 31,Domicile,V 5–0,Real Madrid,Rayo Vallecano,Y,,90,1,,0,,,,0,0,,,,,,,0,,,Rapport de match
2014-04-02,Mer,Champions Lg,Quarts de finale,Domicile,V 3–0,es Real Madrid,de Dortmund,Y,,79,1,,0,,,,0,0,,,,,,,0,,,Rapport de match
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-04-23,Mer,Champions Lg,Demi-finales,Domicile,V 1–0,es Real Madrid,de Bayern Munich,Y,,72,0,,0,,,,0,0,,,,,,,0,,,Rapport de match
2014-04-26,Sam,La Liga,Journée 35,Domicile,V 4–0,Real Madrid,Osasuna,Y,,60,2,,0,,,,0,0,,,,,,,0,,,Rapport de match
2014-04-29,Mar,Champions Lg,Demi-finales,Extérieur,V 4–0,es Real Madrid,de Bayern Munich,Y,,90,2,,0,,,,0,0,,,,,,,0,,,Rapport de match
2014-05-04,Dim,La Liga,Journée 36,Domicile,N 2–2,Real Madrid,Valencia,Y,,90,1,,0,,,,0,0,,,,,,,0,,,Rapport de match
2014-05-07,Mer,La Liga,Journée 34,Extérieur,N 1–1,Real Madrid,Valladolid,Y,,7,0,,0,,,,0,0,,,,,,,0,,,Rapport de match
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-05-24,Sam,Champions Lg,Finale,Terrain neutre,V 4–1,es Real Madrid,es Atlético Madrid,Y,,120,1,,1,,,,1,0,,,,,,,0,,,Rapport de match
2014-06-10,Mar,Matchs amicaux (H),Matchs amicaux (H),Extérieur,V 5–1,pt Portugal,ie Rep. of Ireland,Y*,,64,0,0,0,0,,,0,0,,,,,,,0,,,Rapport de match
2014-06-16,Lun,World Cup,Phase de groupe,Terrain neutre,D 0–4,pt Portugal,de Germany,Y,,90,0,0,0,0,,,0,0,,,,,,,0,,,Rapport de match
2014-06-22,Dim,World Cup,Phase de groupe,Terrain neutre,N 2–2,pt Portugal,us États-Unis,Y,,90,0,1,0,0,,,0,0,,,,,,,0,,,Rapport de match
2014-06-26,Jeu,World Cup,Phase de groupe,Terrain neutre,V 2–1,pt Portugal,gh Ghana,Y,,90,1,0,0,0,,,0,0,,,,,,,0,,,Rapport de match
,,,,,36-9-5,,,50/50,,4303,58,1,8,0,,,8,1,,,,,,,0,,,
