Date,Jour,Comp,Tour,Tribune,Résultat,Équipe,Adversaire,Début,Pos,Min,Buts,PD,PénM,PénT,Tirs,TC,CJ,CR,Fte,Ftp,HJ,Ctr,TclR,Int,CSC,Préussi,Pcon,Rapport de match
2017-04-08,Sam,La Liga,Journée 31,Domicile,N 1–1,Real Madrid,Atlético Madrid,Y,FW,90,0,0,0,0,4,2,0,0,0,0,0,3,0,0,0,0,0,Rapport de match
2017-04-12,Mer,Champions Lg,Quarts de finale,Extérieur,V 2–1,es Real Madrid,de Bayern Munich,Y,FW,90,2,0,0,0,8,4,0,0,0,3,0,0,0,0,0,0,0,Rapport de match
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-04-18,Mar,Champions Lg,Quarts de finale,Domicile,V 4–2,es Real Madrid,de Bayern Munich,Y,FW,120,3,0,0,0,4,1,0,0,1,2,0,2,0,0,0,0,0,Rapport de match
2017-04-23,Dim,La Liga,Journée 33,Domicile,D 2–3,Real Madrid,Barcelona,Y,FW,90,0,0,0,0,8,3,0,0,0,2,2,2,0,2,0,0,0,Rapport de match
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-04-29,Sam,La Liga,Journée 35,Domicile,V 2–1,Real Madrid,Valencia,Y,FW,90,1,0,0,1,8,2,0,0,1,1,0,2,0,0,0,0,0,Rapport de match
2017-05-02,Mar,Champions Lg,Demi-finales,Domicile,V 3–0,es Real Madrid,es Atlético Madrid,Y,FW,90,3,0,0,0,5,3,0,0,1,4,0,1,0,0,0,0,0,Rapport de match
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-05-10,Mer,Champions Lg,Demi-finales,Extérieur,D 1–2,es Real Madrid,es Atlético Madrid,Y,FW,90,0,0,0,0,6,2,0,0,1,3,2,2,0,0,0,0,0,Rapport de match
2017-05-14,Dim,La Liga,Journée 37,Domicile,V 4–1,Real Madrid,Sevilla,Y,FW,90,2,0,0,0,4,3,0,0,0,3,1,0,0,1,0,0,0,Rapport de match
2017-05-17,Mer,La Liga,Journée 21,Extérieur,V 4–1,Real Madrid,Celta Vigo,Y,FW,83,2,0,0,0,3,2,0,0,1,1,0,1,0,0,0,0,0,Rapport de match
2017-05-21,Dim,La Liga,Journée 38,Extérieur,V 2–0,Real Madrid,Málaga,Y,FW,90,1,0,0,0,3,2,0,0,1,0,1,0,0,0,0,0,0,Rapport de match
2017-06-03,Sam,Champions Lg,Finale,Extérieur,V 4–1,es Real Madrid,it Juventus,Y,FW,90,2,0,0,0,6,2,0,0,0,1,0,2,0,0,0,0,0,Rapport de match
2017-06-09,Ven,WCQ,Premier tour,Extérieur,V 3–0,pt Portugal,lv Lettonie,Y*,FW,90,2,1,0,0,,,0,0,,,,,,,0,,,Rapport de match
2017-06-18,Dim,Coupe des confédérations FIFA,Phase de groupe,Terrain neutre,N 2–2,pt Portugal,mx Mexique,Y*,FW,90,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,Rapport de match
2017-06-21,Mer,Coupe des confédérations FIFA,Phase de groupe,Terrain neutre,V 1–0,pt Portugal,ru Russie,Y*,FW,90,1,0,0,0,6,3,0,0,0,1,0,2,0,0,0,0,0,Rapport de match
2017-06-24,Sam,Coupe des confédérations FIFA,Phase de groupe,Terrain neutre,V 4–0,pt Portugal,nz Nouvelle-Zélande,Y*,FW,66,1,0,1,1,5,3,0,0,0,2,0,0,0,0,0,0,0,Rapport de match
2017-06-28,Mer,Coupe des confédérations FIFA,Demi-finales,Terrain neutre,N 0 (0)–0 (3),pt Portugal,cl Chili,Y*,FW,120,0,0,0,0,5,1,0,0,0,1,0,4,0,0,0,0,0,Rapport de match
,,,,,38-12-6,,,56/56,,4906,53,14,8,11,256,94,6,0,32,77,46,61,7,11,0,2,0,
