Date,Jour,Comp,Tour,Tribune,Résultat,Équipe,Adversaire,Début,Pos,Min,Buts,PD,PénM,PénT,Tirs,TC,CJ,CR,Touches,Tcl,Int,Balles contrées,xG,npxG,xAG,AMT,AMB,Cmp,Att,Cmp%,PrgP,Balle au pied,PrgC,Att,Succ,Rapport de match
2020-12-22,Mar,Serie A,Journée 14,Domicile,D 0–3,Juventus,Fiorentina,Y,FW,90,0,0,0,0,6,1,0,0,47,0,1,0,0.2,0.2,0.1,8,0,24,29,82.8,3,30,6,12,8,Rapport de match
2021-01-03,Dim,Serie A,Journée 15,Domicile,V 4–1,Juventus,Udinese,Y,FW,90,2,1,0,0,4,2,0,0,52,1,0,1,0.5,0.5,0.5,6,1,31,39,79.5,6,28,11,3,2,Rapport de match
2021-01-06,Mer,Serie A,Journée 16,Extérieur,V 3–1,Juventus,Milan,Y,FW,90,0,0,0,0,2,0,0,0,44,0,0,0,0.1,0.1,0.6,3,0,31,35,88.6,5,31,7,3,3,Rapport de match
2021-01-10,Dim,Serie A,Journée 17,Domicile,V 3–1,Juventus,Sassuolo,Y,FW,90,1,0,0,0,6,3,0,0,57,0,0,1,1.1,1.1,0.1,3,0,35,44,79.5,7,32,5,7,4,Rapport de match
2021-01-13,Mer,Coppa Italia,Huitièmes de finale,Domicile,V 3–2,Juventus,Genoa,N,,33,0,0,0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,Rapport de match
2021-01-17,Dim,Serie A,Journée 18,Extérieur,D 0–2,Juventus,Inter,Y,FW,90,0,0,0,0,3,1,0,0,44,1,0,0,0.1,0.1,0.0,2,0,21,32,65.6,3,32,4,1,1,Rapport de match
2021-01-20,Mer,Supercoppa Italiana,Supercoppa Italiana,Terrain neutre,V 2–0,Juventus,Napoli,Y,FW,90,1,0,0,0,6,1,1,0,,,0,,,,,,,,,,,,,,,Rapport de match
2021-01-24,Dim,Serie A,Journée 19,Domicile,V 2–0,Juventus,Bologna,Y,FW,90,0,1,0,0,5,3,0,0,52,0,0,0,0.6,0.6,0.6,4,1,34,44,77.3,5,35,6,3,1,Rapport de match
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-01-30,Sam,Serie A,Journée 20,Extérieur,V 2–0,Juventus,Sampdoria,Y,FW,90,0,0,0,0,5,1,0,0,50,0,1,0,0.5,0.5,0.0,3,2,31,39,79.5,4,24,4,3,2,Rapport de match
2021-02-02,Mar,Coppa Italia,Demi-finales,Extérieur,V 2–1,Juventus,Inter,Y,FW,76,2,0,1,1,3,2,1,0,,,1,,,,,,,,,,,,,,,Rapport de match
2021-02-06,Sam,Serie A,Journée 21,Domicile,V 2–0,Juventus,Roma,Y,FW,90,1,0,0,0,3,2,1,0,35,0,0,2,0.2,0.2,0.0,0,0,18,24,75.0,3,13,0,1,0,Rapport de match
2021-02-09,Mar,Coppa Italia,Demi-finales,Domicile,N 0–0,Juventus,Inter,Y,FW,90,0,0,0,0,7,3,0,0,,,0,,,,,,,,,,,,,,,Rapport de match
2021-02-13,Sam,Serie A,Journée 22,Extérieur,D 0–1,Juventus,Napoli,Y,FW,90,0,0,0,0,9,4,0,0,39,0,0,0,1.2,1.2,0.0,2,0,20,29,69.0,3,27,4,2,2,Rapport de match
2021-02-17,Mer,Champions Lg,Huitièmes de finale,Extérieur,D 1–2,it Juventus,pt Porto,Y,FW,90,0,0,0,0,1,1,0,0,41,0,0,0,0.0,0.0,0.1,5,0,23,33,69.7,3,24,3,3,3,Rapport de match
2021-02-22,Lun,Serie A,Journée 23,Domicile,V 3–0,Juventus,Crotone,Y,FW,90,2,0,0,0,11,4,0,0,47,0,0,0,2.1,2.1,0.0,8,1,24,32,75.0,4,21,6,0,0,Rapport de match
2021-02-27,Sam,Serie A,Journée 24,Extérieur,N 1–1,Juventus,Hellas Verona,Y,FW,90,1,0,0,0,7,2,0,0,32,0,0,0,0.6,0.6,0.0,2,0,15,19,78.9,3,19,3,2,2,Rapport de match
2021-03-02,Mar,Serie A,Journée 25,Domicile,V 3–0,Juventus,Spezia,Y,FW,90,1,0,0,0,7,3,0,0,41,0,0,1,0.7,0.7,0.1,4,0,20,29,69.0,5,18,3,3,2,Rapport de match
2021-03-06,Sam,Serie A,Journée 26,Domicile,V 3–1,Juventus,Lazio,N,FW,22,0,0,0,0,0,0,0,0,6,0,0,0,0.0,0.0,0.0,0,0,1,3,33.3,0,2,0,0,0,Rapport de match
2021-03-09,Mar,Champions Lg,Huitièmes de finale,Domicile,V 3–2,it Juventus,pt Porto,Y,FW,120,0,1,0,0,5,2,0,0,57,0,1,0,0.2,0.2,0.1,7,2,35,44,79.5,5,36,2,3,0,Rapport de match
2021-03-14,Dim,Serie A,Journée 27,Extérieur,V 3–1,Juventus,Cagliari,Y,FW,90,3,0,1,1,5,3,1,0,42,0,0,0,1.5,0.7,0.0,5,2,27,34,79.4,6,19,3,2,1,Rapport de match
2021-03-21,Dim,Serie A,Journée 28,Domicile,D 0–1,Juventus,Benevento,Y,FW,90,0,0,0,0,9,4,0,0,46,0,0,1,0.8,0.8,0.0,7,0,25,34,73.5,5,31,3,3,3,Rapport de match
2021-03-24,Mer,WCQ,Premier tour,Domicile,V 1–0,pt Portugal,az Azerbaïdjan,Y*,FW,90,0,0,0,0,8,3,0,0,,,0,,,,,,,,,,,,,,,Rapport de match
2021-03-27,Sam,WCQ,Premier tour,Extérieur,N 2–2,pt Portugal,rs Serbie,Y*,FW,90,0,0,0,0,6,1,1,0,,,0,,,,,,,,,,,,,,,Rapport de match
2021-03-30,Mar,WCQ,Premier tour,Extérieur,V 3–1,pt Portugal,lu Luxembourg,Y*,FW,90,1,0,0,0,6,4,0,0,,,0,,,,,,,,,,,,,,,Rapport de match
2021-04-03,Sam,Serie A,Journée 29,Extérieur,N 2–2,Juventus,Torino,Y,FW,90,1,0,0,0,8,3,0,0,52,0,0,0,2.4,2.4,0.2,6,0,30,34,88.2,7,23,4,6,3,Rapport de match
2021-04-07,Mer,Serie A,Journée 3,Domicile,V 2–1,Juventus,Napoli,Y,FW,90,1,0,0,0,2,1,0,0,40,0,0,1,0.9,0.9,0.0,4,1,25,31,80.6,1,27,1,3,1,Rapport de match
2021-04-11,Dim,Serie A,Journée 30,Domicile,V 3–1,Juventus,Genoa,Y,FW,90,0,0,0,0,6,2,0,0,44,0,0,0,0.7,0.7,0.0,5,1,26,34,76.5,3,25,9,5,5,Rapport de match
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-21,Mer,Serie A,Journée 32,Domicile,V 3–1,Juventus,Parma,Y,FW,90,0,0,0,0,5,1,1,0,46,0,0,0,0.2,0.2,0.0,2,1,29,38,76.3,4,35,1,1,0,Rapport de match
2021-04-25,Dim,Serie A,Journée 33,Extérieur,N 1–1,Juventus,Fiorentina,Y,FW,90,0,0,0,0,5,0,0,0,37,0,0,0,0.6,0.6,0.0,5,0,21,26,80.8,2,28,8,5,3,Rapport de match
2021-05-02,Dim,Serie A,Journée 34,Extérieur,V 2–1,Juventus,Udinese,Y,FW,90,2,0,1,1,5,2,0,0,44,0,1,0,1.6,0.9,0.1,2,1,25,30,83.3,4,31,4,2,0,Rapport de match
2021-05-09,Dim,Serie A,Journée 35,Domicile,D 0–3,Juventus,Milan,Y,FW,90,0,0,0,0,2,0,0,0,46,1,0,0,0.1,0.1,0.1,4,0,26,35,74.3,2,18,2,4,1,Rapport de match
2021-05-12,Mer,Serie A,Journée 36,Extérieur,V 3–1,Juventus,Sassuolo,Y,FW,90,1,0,0,0,4,2,0,0,35,0,0,0,0.5,0.5,0.1,4,1,20,26,76.9,3,24,7,4,3,Rapport de match
2021-05-15,Sam,Serie A,Journée 37,Domicile,V 3–2,Juventus,Inter,Y,FW,69,1,0,0,1,1,1,0,0,28,0,0,0,0.9,0.0,0.0,3,2,21,23,91.3,2,16,2,2,2,Rapport de match
2021-05-19,Mer,Coppa Italia,Finale,Extérieur,V 2–1,Juventus,Atalanta,Y,FW,90,0,0,0,0,6,2,0,0,,,0,,,,,,,,,,,,,,,Rapport de match
2021-06-04,Ven,Matchs amicaux (H),Matchs amicaux (H),Extérieur,N 0–0,pt Portugal,es Espagne,Y*,FW,90,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,Rapport de match
2021-06-09,Mer,Matchs amicaux (H),Matchs amicaux (H),Domicile,V 4–0,pt Portugal,il Israël,Y*,FW,70,1,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,Rapport de match
2021-06-15,Mar,UEFA Euro,Phase de groupe,Terrain neutre,V 3–0,pt Portugal,hu Hongrie,Y*,FWLM,90,2,0,1,1,3,1,0,0,47,1,0,0,2.1,1.3,0.0,1,1,33,39,84.6,4,23,2,3,1,Rapport de match
2021-06-19,Sam,UEFA Euro,Phase de groupe,Terrain neutre,D 2–4,pt Portugal,de Germany,Y*,FW,90,1,1,0,0,2,1,0,0,36,1,0,0,0.9,0.9,1.0,3,1,25,31,80.6,3,21,2,3,3,Rapport de match
2021-06-23,Mer,UEFA Euro,Phase de groupe,Terrain neutre,N 2–2,pt Portugal,fr France,Y*,FW,90,2,0,2,2,3,1,0,0,39,0,0,0,1.7,0.2,0.0,0,0,21,29,72.4,2,23,3,2,0,Rapport de match
2021-06-27,Dim,UEFA Euro,Huitièmes de finale,Terrain neutre,D 0–1,pt Portugal,be Belgique,Y*,FWLW,90,0,0,0,0,4,1,0,0,45,0,0,1,0.2,0.2,0.3,5,0,31,36,86.1,5,26,4,5,4,Rapport de match
,,,,,38-12-9,,,55/59,,5007,46,6,12,14,253,98,7,0,1895,8,9,13,37.1,26.8,5.9,156,23,1122,1438,78.0,149,1106,180,127,76,
