Date,Jour,Comp,Tour,Tribune,Résultat,Équipe,Adversaire,Début,Pos,Min,Buts,PD,PénM,PénT,Tirs,TC,CJ,CR,Fte,Ftp,HJ,Ctr,TclR,Int,CSC,Préussi,Pcon,Rapport de match
2012-10-24,Mer,Champions Lg,Phase de groupe,Extérieur,D 1–2,es Real Madrid,de Dortmund,Y,,90,1,,0,,,,0,0,,,,,,,0,,,Rapport de match
2012-10-28,Dim,La Liga,Journée 9,Extérieur,V 5–0,Real Madrid,Mallorca,Y,,90,2,,0,,,,0,0,,,,,,,0,,,Rapport de match
2012-11-03,Sam,La Liga,Journée 10,Domicile,V 4–0,Real Madrid,Zaragoza,Y,,90,0,,0,,,,0,0,,,,,,,0,,,Rapport de match
2012-11-06,Mar,Champions Lg,Phase de groupe,Domicile,N 2–2,es Real Madrid,de Dortmund,Y,,90,0,,0,,,,0,0,,,,,,,0,,,Rapport de match
2012-11-11,Dim,La Liga,Journée 11,Extérieur,V 2–1,Real Madrid,Levante,Y,,45,1,,0,,,,1,0,,,,,,,0,,,Rapport de match
2012-11-17,Sam,La Liga,Journée 12,Domicile,V 5–1,Real Madrid,Athletic Club,Y,,90,0,,0,,,,0,0,,,,,,,0,,,Rapport de match
2012-11-21,Mer,Champions Lg,Phase de groupe,Extérieur,N 1–1,es Real Madrid,eng Manchester City,Y,,90,0,,0,,,,0,0,,,,,,,0,,,Rapport de match
2012-11-24,Sam,La Liga,Journée 13,Extérieur,D 0–1,Real Madrid,Betis,Y,,90,0,,0,,,,0,0,,,,,,,0,,,Rapport de match
2012-12-01,Sam,La Liga,Journée 14,Domicile,V 2–0,Real Madrid,Atlético Madrid,Y,,90,1,,0,,,,0,0,,,,,,,0,,,Rapport de match
2012-12-04,Mar,Champions Lg,Phase de groupe,Domicile,V 4–1,es Real Madrid,nl Ajax,Y,,90,1,,0,,,,1,0,,,,,,,0,,,Rapport de match
2012-12-08,Sam,La Liga,Journée 15,Extérieur,V 3–2,Real Madrid,Valladolid,Y,,90,0,,0,,,,1,0,,,,,,,0,,,Rapport de match
2012-12-16,Dim,La Liga,Journée 16,Domicile,N 2–2,Real Madrid,Espanyol,Y,,90,1,,0,,,,1,0,,,,,,,0,,,Rapport de match
2012-12-22,Sam,La Liga,Journée 17,Extérieur,D 2–3,Real Madrid,Málaga,Y,,90,0,,0,,,,1,0,,,,,,,0,,,Rapport de match
2013-01-06,Dim,La Liga,Journée 18,Domicile,V 4–3,Real Madrid,Real Sociedad,Y,,90,2,,0,,,,1,0,,,,,,,0,,,Rapport de match
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-01-20,Dim,La Liga,Journée 20,Extérieur,V 5–0,Real Madrid,Valencia,Y,,90,2,,0,,,,0,0,,,,,,,0,,,Rapport de match
2013-01-27,Dim,La Liga,Journée 21,Domicile,V 4–0,Real Madrid,Getafe,Y,,71,3,,1,,,,0,0,,,,,,,0,,,Rapport de match
2013-02-02,Sam,La Liga,Journée 22,Extérieur,D 0–1,Real Madrid,Granada,Y,,90,0,,0,,,,0,0,,,,,,,1,,,Rapport de match
2013-02-09,Sam,La Liga,Journée 23,Domicile,V 4–1,Real Madrid,Sevilla,Y,,62,3,,0,,,,0,0,,,,,,,0,,,Rapport de match
2013-02-13,Mer,Champions Lg,Huitièmes de finale,Domicile,N 1–1,es Real Madrid,eng Manchester Utd,Y,,90,1,,0,,,,0,0,,,,,,,0,,,Rapport de match
2013-02-17,Dim,La Liga,Journée 24,Domicile,V 2–0,Real Madrid,Rayo Vallecano,Y,,90,0,,0,,,,1,0,,,,,,,0,,,Rapport de match
2013-02-23,Sam,La Liga,Journée 25,Extérieur,V 2–1,Real Madrid,La Coruña,N,,34,0,,0,,,,0,0,,,,,,,0,,,Rapport de match
2013-03-02,Sam,La Liga,Journée 26,Domicile,V 2–1,Real Madrid,Barcelona,N,,34,0,,0,,,,0,0,,,,,,,0,,,Rapport de match
2013-03-05,Mar,Champions Lg,Huitièmes de finale,Extérieur,V 2–1,es Real Madrid,eng Manchester Utd,Y,,90,1,,0,,,,0,0,,,,,,,0,,,Rapport de match
2013-03-10,Dim,La Liga,Journée 27,Extérieur,V 2–1,Real Madrid,Celta Vigo,Y,,90,2,,1,,,,0,0,,,,,,,0,,,Rapport de match
2013-03-16,Sam,La Liga,Journée 28,Domicile,V 5–2,Real Madrid,Mallorca,Y,,90,1,,0,,,,0,0,,,,,,,0,,,Rapport de match
2013-03-22,Ven,WCQ,Premier tour,Extérieur,N 3–3,pt Portugal,il Israël,Y*,,90,0,1,0,0,,,1,0,,,,,,,0,,,Rapport de match
2013-03-30,Sam,La Liga,Journée 29,Extérieur,N 1–1,Real Madrid,Zaragoza,Y,,90,1,,0,,,,0,0,,,,,,,0,,,Rapport de match
2013-04-03,Mer,Champions Lg,Quarts de finale,Domicile,V 3–0,es Real Madrid,tr Galatasaray,Y,,90,1,,0,,,,0,0,,,,,,,0,,,Rapport de match
2013-04-06,Sam,La Liga,Journée 30,Domicile,V 5–1,Real Madrid,Levante,N,,45,1,,0,,,,0,0,,,,,,,0,,,Rapport de match
2013-04-09,Mar,Champions Lg,Quarts de finale,Extérieur,D 2–3,es Real Madrid,tr Galatasaray,Y,,90,2,,0,,,,0,0,,,,,,,0,,,Rapport de match
2013-04-14,Dim,La Liga,Journée 31,Extérieur,V 3–0,Real Madrid,Athletic Club,Y,,78,2,,0,,,,0,0,,,,,,,0,,,Rapport de match
2013-04-20,Sam,La Liga,Journée 32,Domicile,V 3–1,Real Madrid,Betis,Y,,90,0,,0,,,,1,0,,,,,,,0,,,Rapport de match
2013-04-24,Mer,Champions Lg,Demi-finales,Extérieur,D 1–4,es Real Madrid,de Dortmund,Y,,90,1,,0,,,,0,0,,,,,,,0,,,Rapport de match
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-04-30,Mar,Champions Lg,Demi-finales,Domicile,V 2–0,es Real Madrid,de Dortmund,Y,,90,0,,0,,,,0,0,,,,,,,0,,,Rapport de match
2013-05-04,Sam,La Liga,Journée 34,Domicile,V 4–3,Real Madrid,Valladolid,Y,,90,2,,0,,,,0,0,,,,,,,0,,,Rapport de match
2013-05-08,Mer,La Liga,Journée 36,Domicile,V 6–2,Real Madrid,Málaga,Y,,90,1,,0,,,,1,0,,,,,,,0,,,Rapport de match
2013-05-11,Sam,La Liga,Journée 35,Extérieur,N 1–1,Real Madrid,Espanyol,N,,35,0,,0,,,,1,0,,,,,,,0,,,Rapport de match
2013-06-07,Ven,WCQ,Premier tour,Domicile,V 1–0,pt Portugal,ru Russie,Y*,,90,0,0,0,0,,,0,0,,,,,,,0,,,Rapport de match
,,,,,33-10-9,,,48/52,,4336,47,2,6,0,,,12,0,,,,,,,1,,,
