Date,Jour,Comp,Tour,Tribune,Résultat,Équipe,Adversaire,Début,Pos,Min,Buts,PD,PénM,PénT,Tirs,TC,CJ,CR,Fte,Ftp,HJ,Ctr,TclR,Int,CSC,Préussi,Pcon,Rapport de match
2005-03-19,Sam,Premier League,Journée 30,Domicile,V 1–0,Manchester Utd,Fulham,Y,,90,1,,0,,,,0,0,,,,,,,0,,,Rapport de match
2005-03-30,Mer,WCQ,Premier tour,Extérieur,N 1–1,pt Portugal,sk Slovaquie,Y,,90,0,,0,0,,,0,0,,,,,,,0,,,Rapport de match
2005-04-02,Sam,Premier League,Journée 31,Domicile,N 0–0,Manchester Utd,Blackburn,Y,,90,0,0,0,,,,0,0,,,,,,,0,,,Rapport de match
2005-04-09,Sam,Premier League,Journée 32,Extérieur,D 0–2,Manchester Utd,Norwich City,N,,69,0,0,0,,,,0,0,,,,,,,0,,,Rapport de match
2005-04-20,Mer,Premier League,Journée 34,Extérieur,D 0–1,Manchester Utd,Everton,Y,,90,0,0,0,,,,1,0,,,,,,,0,,,Rapport de match
2005-04-24,Dim,Premier League,Journée 35,Domicile,V 2–1,Manchester Utd,Newcastle Utd,N,,54,0,,0,,,,0,0,,,,,,,0,,,Rapport de match
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-05-07,Sam,Premier League,Journée 37,Domicile,N 1–1,Manchester Utd,West Brom,Y,,90,0,,0,,,,0,0,,,,,,,0,,,Rapport de match
2005-05-10,Mar,Premier League,Journée 33,Domicile,D 1–3,Manchester Utd,Chelsea,Y,,90,0,,0,,,,0,0,,,,,,,0,,,Rapport de match
2005-06-04,Sam,WCQ,Premier tour,Domicile,V 2–0,pt Portugal,sk Slovaquie,Y,,75,1,,0,0,,,0,0,,,,,,,0,,,Rapport de match
2005-06-08,Mer,WCQ,Premier tour,Extérieur,V 1–0,pt Portugal,ee Estonie,Y,,87,1,,0,0,,,0,0,,,,,,,0,,,Rapport de match
,,,,,27-15-8,,,41/50,,3735,12,0,0,0,,,3,0,,,,,,,0,,,
