Date,Jour,Comp,Tour,Tribune,Résultat,Équipe,Adversaire,Début,Pos,Min,Buts,PD,PénM,PénT,Tirs,TC,CJ,CR,Fte,Ftp,HJ,Ctr,TclR,Int,CSC,Préussi,Pcon,Rapport de match
2011-10-11,Mar,Qualifications Euro,Phase de groupe,Extérieur,D 1–2,pt Portugal,dk Danemark,Y*,,90,1,,0,0,,,0,0,,,,,,,0,,,Rapport de match
2011-10-15,Sam,La Liga,Journée 8,Domicile,V 4–1,Real Madrid,Betis,Y,,76,0,,0,,,,0,0,,,,,,,0,,,Rapport de match
2011-10-18,Mar,Champions Lg,Phase de groupe,Domicile,V 4–0,es Real Madrid,fr Lyon,Y,,90,0,,0,,,,1,0,,,,,,,0,,,Rapport de match
2011-10-22,Sam,La Liga,Journée 9,Extérieur,V 4–0,Real Madrid,Málaga,Y,,90,3,,0,,,,0,0,,,,,,,0,,,Rapport de match
2011-10-26,Mer,La Liga,Journée 10,Domicile,V 3–0,Real Madrid,Villarreal,Y,,90,0,,0,,,,0,0,,,,,,,0,,,Rapport de match
2011-10-29,Sam,La Liga,Journée 11,Extérieur,V 1–0,Real Madrid,Real Sociedad,Y,,90,0,,0,,,,0,0,,,,,,,0,,,Rapport de match
2011-11-02,Mer,Champions Lg,Phase de groupe,Extérieur,V 2–0,es Real Madrid,fr Lyon,Y,,90,2,,1,,,,0,0,,,,,,,0,,,Rapport de match
2011-11-06,Dim,La Liga,Journée 12,Domicile,V 7–1,Real Madrid,Osasuna,Y,,90,3,,1,,,,0,0,,,,,,,0,,,Rapport de match
2011-11-11,Ven,Qualifications Euro,Tour de barrage,Extérieur,N 0–0,pt Portugal,ba Bosnia & Herz'na,Y*,,90,0,,0,0,,,0,0,,,,,,,0,,,Rapport de match
2011-11-15,Mar,Qualifications Euro,Tour de barrage,Domicile,V 6–2,pt Portugal,ba Bosnia & Herz'na,Y*,,90,2,,0,0,,,0,0,,,,,,,0,,,Rapport de match
2011-11-19,Sam,La Liga,Journée 13,Extérieur,V 3–2,Real Madrid,Valencia,Y,,90,1,,0,,,,1,0,,,,,,,0,,,Rapport de match
2011-11-26,Sam,La Liga,Journée 14,Domicile,V 4–1,Real Madrid,Atlético Madrid,Y,,90,2,,2,,,,0,0,,,,,,,0,,,Rapport de match
2011-12-03,Sam,La Liga,Journée 15,Extérieur,V 3–0,Real Madrid,Sporting Gijón,Y,,90,1,,0,,,,0,0,,,,,,,0,,,Rapport de match
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-12-10,Sam,La Liga,Journée 16,Domicile,D 1–3,Real Madrid,Barcelona,Y,,90,0,,0,,,,0,0,,,,,,,0,,,Rapport de match
2011-12-17,Sam,La Liga,Journée 17,Extérieur,V 6–2,Real Madrid,Sevilla,Y,,90,3,,1,,,,0,0,,,,,,,0,,,Rapport de match
2012-01-07,Sam,La Liga,Journée 18,Domicile,V 5–1,Real Madrid,Granada,Y,,90,1,,0,,,,0,0,,,,,,,0,,,Rapport de match
2012-01-14,Sam,La Liga,Journée 19,Extérieur,V 2–1,Real Madrid,Mallorca,Y,,90,0,,0,,,,0,0,,,,,,,0,,,Rapport de match
2012-01-22,Dim,La Liga,Journée 1,Domicile,V 4–1,Real Madrid,Athletic Club,Y,,90,2,,2,,,,1,0,,,,,,,0,,,Rapport de match
2012-01-28,Sam,La Liga,Journée 21,Domicile,V 3–1,Real Madrid,Zaragoza,Y,,90,1,,0,,,,1,0,,,,,,,0,,,Rapport de match
2012-02-04,Sam,La Liga,Journée 22,Extérieur,V 1–0,Real Madrid,Getafe,Y,,90,0,,0,,,,0,0,,,,,,,0,,,Rapport de match
2012-02-12,Dim,La Liga,Journée 23,Domicile,V 4–2,Real Madrid,Levante,Y,,90,3,,1,,,,0,0,,,,,,,0,,,Rapport de match
2012-02-18,Sam,La Liga,Journée 24,Domicile,V 4–0,Real Madrid,Racing Sant,Y,,90,1,,0,,,,0,0,,,,,,,0,,,Rapport de match
2012-02-21,Mar,Champions Lg,Huitièmes de finale,Extérieur,N 1–1,es Real Madrid,ru CSKA Moscow,Y,,90,1,,0,,,,0,0,,,,,,,0,,,Rapport de match
2012-02-26,Dim,La Liga,Journée 25,Extérieur,V 1–0,Real Madrid,Rayo Vallecano,Y,,90,1,,0,,,,0,0,,,,,,,0,,,Rapport de match
2012-03-04,Dim,La Liga,Journée 26,Domicile,V 5–0,Real Madrid,Espanyol,Y,,90,1,,0,,,,0,0,,,,,,,0,,,Rapport de match
2012-03-10,Sam,La Liga,Journée 27,Extérieur,V 3–2,Real Madrid,Betis,Y,,90,2,,0,,,,0,0,,,,,,,0,,,Rapport de match
2012-03-14,Mer,Champions Lg,Huitièmes de finale,Domicile,V 4–1,es Real Madrid,ru CSKA Moscow,Y,,90,2,,0,,,,0,0,,,,,,,0,,,Rapport de match
2012-03-18,Dim,La Liga,Journée 28,Domicile,N 1–1,Real Madrid,Málaga,Y,,90,0,,0,,,,0,0,,,,,,,0,,,Rapport de match
2012-03-21,Mer,La Liga,Journée 29,Extérieur,N 1–1,Real Madrid,Villarreal,Y,,90,1,,0,,,,0,0,,,,,,,0,,,Rapport de match
2012-03-24,Sam,La Liga,Journée 30,Domicile,V 5–1,Real Madrid,Real Sociedad,Y,,79,2,,0,,,,0,0,,,,,,,0,,,Rapport de match
2012-03-27,Mar,Champions Lg,Quarts de finale,Extérieur,V 3–0,es Real Madrid,cy APOEL FC,Y,,90,0,,0,,,,0,0,,,,,,,0,,,Rapport de match
2012-03-31,Sam,La Liga,Journée 31,Extérieur,V 5–1,Real Madrid,Osasuna,Y,,90,2,,0,,,,0,0,,,,,,,0,,,Rapport de match
2012-04-04,Mer,Champions Lg,Quarts de finale,Domicile,V 5–2,es Real Madrid,cy APOEL FC,Y,,90,2,,0,,,,0,0,,,,,,,0,,,Rapport de match
2012-04-08,Dim,La Liga,Journée 32,Domicile,N 0–0,Real Madrid,Valencia,Y,,90,0,,0,,,,0,0,,,,,,,0,,,Rapport de match
2012-04-11,Mer,La Liga,Journée 33,Extérieur,V 4–1,Real Madrid,Atlético Madrid,Y,,90,3,,1,,,,0,0,,,,,,,0,,,Rapport de match
2012-04-14,Sam,La Liga,Journée 34,Domicile,V 3–1,Real Madrid,Sporting Gijón,Y,,90,1,,0,,,,0,0,,,,,,,0,,,Rapport de match
2012-04-17,Mar,Champions Lg,Demi-finales,Extérieur,D 1–2,es Real Madrid,de Bayern Munich,Y,,90,0,,0,,,,0,0,,,,,,,0,,,Rapport de match
2012-04-21,Sam,La Liga,Journée 35,Extérieur,V 2–1,Real Madrid,Barcelona,Y,,90,1,,0,,,,0,0,,,,,,,0,,,Rapport de match
2012-04-25,Mer,Champions Lg,Demi-finales,Domicile,V 2 (1)–1 (3),es Real Madrid,de Bayern Munich,Y,,120,2,,1,,,,0,0,,,,,,,0,,,Rapport de match
2012-04-29,Dim,La Liga,Journée 36,Domicile,V 3–0,Real Madrid,Sevilla,Y,,90,1,,0,,,,0,0,,,,,,,0,,,Rapport de match
2012-05-02,Mer,La Liga,Journée 20,Extérieur,V 3–0,Real Madrid,Athletic Club,Y,,90,1,,0,,,,0,0,,,,,,,0,,,Rapport de match
2012-05-05,Sam,La Liga,Journée 37,Extérieur,V 2–1,Real Madrid,Granada,Y,,90,1,,1,,,,0,0,,,,,,,0,,,Rapport de match
2012-05-13,Dim,La Liga,Journée 38,Domicile,V 4–1,Real Madrid,Mallorca,Y,,90,1,,0,,,,0,0,,,,,,,0,,,Rapport de match
2012-06-09,Sam,UEFA Euro,Phase de groupe,Extérieur,D 0–1,pt Portugal,de Germany,Y*,,90,0,0,0,0,,,0,0,,,,,,,0,,,Rapport de match
2012-06-13,Mer,UEFA Euro,Phase de groupe,Extérieur,V 3–2,pt Portugal,dk Danemark,Y*,,90,0,0,0,0,,,1,0,,,,,,,0,,,Rapport de match
2012-06-17,Dim,UEFA Euro,Phase de groupe,Domicile,V 2–1,pt Portugal,nl Pays-Bas,Y*,,90,2,0,0,0,,,0,0,,,,,,,0,,,Rapport de match
2012-06-21,Jeu,UEFA Euro,Quarts de finale,Extérieur,V 1–0,pt Portugal,cz République tchèque,Y*,,90,1,0,0,0,,,0,0,,,,,,,0,,,Rapport de match
2012-06-27,Mer,UEFA Euro,Demi-finales,Domicile,N 0 (2)–0 (4),pt Portugal,es Espagne,Y*,,120,0,0,0,0,,,0,0,,,,,,,0,,,Rapport de match
,,,,,46-7-5,,,57/58,,5210,64,0,15,1,,,7,0,,,,,,,0,,,
